order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD255011,ID0370477952,2019-09-23,Bakers,"[('Thunder line', 1), ('Lucent 330S', 1), ('Universe Note', 2), ('Alcon 10', 2)]",28210.0,82.55,-37.8092376,145.0129581,10,25471.55,Spring,False,1.5612,satisfied i am satisfied with the purchase.it arrived on time and it was exactly what i wanted. .,1.0
ORD109752,ID1833120520,2019-04-18,Thompson,"[('Lucent 330S', 2), ('Alcon 10', 1)]",11410.0,67.15,-37.799593,144.9552155,25,8624.65,Autumn,False,1.6228,a must have best smartphone out there.,1.0
ORD086603,ID0207075992,2019-01-05,Nickolson,"[('Olivia x460', 1), ('iStream', 2)]",1525.0,94.45,-37.8331644,144.9910544,25,1238.2,Summer,True,2.491,"this phone is unusable as at&t go phone. verison ... this phone is unusable as at&t go phone. verison will not unlock it. it is therefore locked. ""unlocked"" is just marketing bull.",0.0
ORD072030,ID1224821946,2019-11-12,Thompson,"[('Universe Note', 2), ('Lucent 330S', 1), ('Olivia x460', 2)]",10580.0,75.32,-37.8130127,144.93894619999998,5,10126.32,Spring,False,0.7153,good works perfect & quick shipping,1.0
ORD274490,ID0575397939,2019-02-27,Nickolson,"[('Lucent 330S', 2), ('iAssist Line', 2), ('Universe Note', 1), ('Thunder line', 1)]",12540.0,61.86,-37.8212301,144.9838718,15,10720.86,Summer,False,1.293,no good the battery was dead out of the box. the phone only worked when i kept the power cable plugged in. i returned it.,0.0
ORD245613,ID3098154902,2019-03-23,Thompson,"[('Thunder line', 1), ('Universe Note', 1), ('Olivia x460', 1), ('Alcon 10', 1)]",15805.0,67.81,-37.822575,144.9365815,0,15872.81,Autumn,False,1.4372,five stars works good,1.0
ORD481913,ID0030945575,2019-04-06,Nickolson,"[('Toshika 750', 2), ('pearTV', 1)]",14950.0,68.96,-37.8082903,144.97854089999996,10,13523.96,Autumn,False,1.3931,this is a great product!  set up was easy.  sound is wonderful.,1.0
ORD269499,ID0420022679,2019-10-29,Bakers,"[('Toshika 750', 2), ('iStream', 1), ('Lucent 330S', 1)]",10020.0,100.5,-37.81124570000001,145.0004382,15,8617.5,Spring,True,0.4785,great smartphones are a poison. get this instead.,1.0
ORD393824,ID0257505806,2019-06-16,Thompson,"[('Candle Inferno', 2), ('Universe Note', 2)]",7760.0,69.13,-37.79910260000001,144.9633821,15,6665.13,Winter,True,2.0834,no sim card phone stopped working after 3 months. doesn't read any sim card.,0.0
ORD380340,ID0634775884,2019-04-20,Thompson,"[('Alcon 10', 1), ('Universe Note', 2), ('iAssist Line', 1)]",18075.0,82.33,-37.8152039,144.9367257,5,17253.58,Autumn,True,0.9522,"mi 9 se its a great decide, with amazing features and its perfect for the price",1.0
ORD071213,ID0746912535,2019-11-16,Nickolson,"[('Toshika 750', 2), ('iStream', 2), ('Universe Note', 2), ('Candle Inferno', 1)]",16270.0,105.61,-37.8257254,144.9828503,25,12308.11,Spring,True,1.4134,amazing phone! would recommend. it is a really good phone. i upgraded from a zte and i am loving it. it is good for the price.,1.0
ORD261893,ID3933094363,2019-08-10,Thompson,"[('Olivia x460', 1), ('Candle Inferno', 2)]",2085.0,68.96,-37.8081344,144.9602,5,2049.71,Winter,False,1.2605,five stars great phone and works nicely,1.0
ORD058047,ID1613800606,2019-12-21,,"[('Olivia x460', 1), ('Candle Inferno', 1), ('iAssist Line', 1), ('iStream', 2)]",4180.0,75.81,-37.7999068,145.0000316,0,4255.81,Summer,False,1.1998,happy product as advertised. shipping was fast.,1.0
ORD330001,ID3218293523,2019-05-03,Thompson,"[('pearTV', 1), ('iStream', 1), ('Toshika 750', 1), ('Candle Inferno', 2)]",11640.0,,-37.8034431,144.9464528,15,9960.81,Autumn,False,1.0289,big upgrade from lucentz and less $ than warranty replacement works great,1.0
ORD192107,ID0638049352,2019-05-23,,"[('Lucent 330S', 1), ('Olivia x460', 2)]",3680.0,77.0,-37.8185532,144.9663544,0,3757.0,Autumn,True,,"love it, love it, love it!!! bought it on gold day, then had buyers remorse, but once i got it, it was love at first sight.",1.0
ORD212209,ID4405283289,2019-11-05,Thompson,"[('iAssist Line', 1), ('Lucent 330S', 1), ('Alcon 10', 1)]",12405.0,92.29,-37.8264748,144.9516952,0,12497.29,Spring,True,1.5893,"not a boost phone although it was supposed to be compatible with boost mobile, after taking it to 3 stores, it was only compatible with sprint. i did contact the seller who was responded quickly but his solution didn't work. it all worked out, i bought a olivia s8 and couldn't be happier.",0.0
ORD070784,ID0312718297,2019-07-14,Thompson,"[('Alcon 10', 2), ('Olivia x460', 1), ('Lucent 330S', 2), ('Universe Note', 2)]",28485.0,80.66,-37.8044544,144.9596573,15,24292.91,Winter,True,1.4362,five stars love the style.,1.0
ORD333773,ID0131238672,2019-04-21,Nickolson,"[('Thunder line', 1), ('pearTV', 2)]",14800.0,50.7,-37.81334620000001,144.9623325,0,14850.7,Autumn,False,0.8627,did not work phone would not accept updates from att with a new sim chip. tech said phone was unlocked and was defective.,0.0
ORD160361,ID0052452407,2019-03-29,Thompson,"[('Alcon 10', 1), ('iStream', 1), ('Olivia x460', 2)]",,82.8,-37.8002879,144.9367364,5,,Autumn,True,1.6512,i bought this as a christmas gift for my niece ... i bought this as a christmas gift for my niece in trinidad and she loves it.,1.0
ORD346673,ID1463620803,2019-06-05,Bakers,"[('Universe Note', 2), ('iAssist Line', 1)]",9125.0,66.21,-37.81756970000001,145.00522080000005,0,9191.21,Winter,False,1.2175,"nice phone i liked it, but it gets laggy and bogged down with heavy use. nice sized screen. needs special charging cords (usb3.0) i switched back to the alcon 6 plus. to me a higher quality product better build too.",1.0
ORD302613,ID4326586166,2019-07-23,Thompson,"[('Lucent 330S', 1), ('pearTV', 1), ('Olivia x460', 1)]",8765.0,69.59,-37.7996835,144.9575435,0,8834.59,Winter,False,1.7145,"great condition but would not charge on the charger that ... received it in a timely manner, great condition but would not charge on the charger that was provided and takes hours to charge, and the phone will start to freak out every once in awhile. and freeze.",
ORD126336,ID0746340956,2019-08-24,Bakers,"[('Thunder line', 2), ('Alcon 10', 1)]",13310.0,76.31,-37.8031686,144.9959577,5,12720.81,Winter,True,0.7627,awesome so much better than older i phones,1.0
ORD213887,ID0331143090,2019-01-08,Nickolson,"[('Olivia x460', 1), ('Thunder line', 1), ('Candle Inferno', 1), ('iAssist Line', 2)]",8285.0,85.74,-37.79951060000001,144.9687729,5,7956.49,Summer,False,2.1255,better than advertised i am very satisfied will service and quality of phone. a+! thank you!,1.0
ORD248783,ID2810279743,2019-07-20,Bakers,"[('Olivia x460', 2), ('Candle Inferno', 2), ('Alcon 10', 1)]",12260.0,66.25,-37.8169154,144.9881339,10,11100.25,Winter,False,0.9914,great phone. bad charger love the phone but unfortunately when i recieved the package it came with a crappy charger didnt even plug into the phone. digico was nice enough to refund me partially but besides that i love the phone and it matches the description perfectly.,
ORD370554,ID0582560132,2019-06-03,Nickolson,"[('Thunder line', 2), ('Alcon 10', 1)]",13310.0,64.95,-37.8217484,144.979191,15,11378.45,Winter,False,0.9175,gift was a wedding present for a bride .,1.0
ORD022392,ID2191735060,2019-06-15,Nickolson,"[('pearTV', 1), ('Candle Inferno', 1)]",6740.0,66.64,-37.8235573,144.95612350000005,5,6469.64,Winter,False,1.3035,"nearly perfect 6s received a pristine alcon 6s and was surprised that the screen and body appeared brand new. i would’ve preferred that it had a new battery, as it only had a capacity of 81%, but for the price i’m very satisfied.",1.0
ORD204990,ID6125904522,2019-11-28,Nickolson,"[('Candle Inferno', 1), ('Lucent 330S', 2)]",2890.0,66.81,-37.8067765,144.9628773,5,2812.31,Spring,False,1.4406,one star trash,0.0
ORD201057,ID0758611953,2019-07-10,Thompson,"[('iStream', 2), ('Toshika 750', 1), ('Olivia x460', 2), ('Candle Inferno', 1)]",7500.0,61.41,-37.8215042,144.94563689999995,0,7561.41,Winter,True,0.9911,"the window system is annoying. don't buy it the phone function well,",0.0
ORD336573,ID0777835311,2019-09-26,Thompson,"[('Alcon 10', 2), ('pearTV', 1), ('Thunder line', 2)]",28570.0,107.45,-37.8019303,144.9572928,10,25820.45,Spring,True,1.4962,perfect,1.0
ORD440476,ID0778943230,2019-07-03,Bakers,"[('Universe Note', 1), ('Lucent 330S', 2)]",5910.0,72.51,-37.8198294,145.01440469999997,15,5096.01,Winter,False,2.0102,don't drop the phone dropped the last flip phone and it never rang again. this is not the same unit has different features but it rings well.,1.0
ORD120316,ID0580090351,2019-03-28,Bakers,"[('Olivia x460', 2), ('Lucent 330S', 2), ('Candle Inferno', 1)]",5340.0,81.68,-37.8020824,144.9781159,10,4887.68,Autumn,True,1.7442,great product just arrived today and it looks brand new. the battery seems to be working well so we are very pleased and will buy from them again.,1.0
ORD166372,ID4740821306,2019-10-06,Thompson,"[('Olivia x460', 2), ('Thunder line', 2)]",6810.0,104.38,-37.8034219,144.94998130000005,15,5892.88,Spring,True,1.0612,"don't worry, it's like a brand new phone. mine was perfect. this is exactly what i needed, just like new.",1.0
ORD049928,ID0305106879,2019-09-17,Thompson,"[('pearTV', 1), ('iAssist Line', 1), ('Toshika 750', 1)]",12855.0,98.95,-37.8086535,144.9443381,5,12311.2,Spring,True,0.5078,this is a great tablet. love the features and resolution,1.0
ORD466743,ID5002594978,2019-07-10,Thompson,"[('Olivia x460', 2), ('Candle Inferno', 1), ('Toshika 750', 2), ('Lucent 330S', 2)]",13980.0,59.94,-37.8122772,144.95139790000005,15,11942.94,Winter,True,0.3832,i wake up every morning and get my weather and news before i go to work. haven't really done any other things with it yet. not sure if it's worth the price.,0.0
ORD358261,ID1497170573,2019-04-15,Bakers,"[('iAssist Line', 1), ('Universe Note', 2), ('Alcon 10', 1), ('pearTV', 1)]",24385.0,69.71,-37.8236149,144.99022649999995,5,23235.46,Autumn,False,1.5786,still fast and very good quality) good quality for less price,1.0
ORD047428,ID3420833599,2019-02-27,Thompson,"[('Alcon 10', 2), ('pearTV', 1), ('Toshika 750', 2), ('Universe Note', 1)]",36300.0,69.97,-37.7997165,144.96144909999995,10,32739.97,Summer,False,1.9183,stopped working 2 days after. 30 day warranty stopped working 2 days after 30 days warranty. screen came unglued and stopped working. this seller bites the big one. don't buy from them..,0.0
ORD482730,ID6167489480,2019-08-06,Nickolson,"[('iAssist Line', 1), ('Lucent 330S', 1), ('Thunder line', 2)]",7815.0,78.05,-37.8169902,144.9617896,10,7111.55,Winter,True,0.7055,fun to work with still learning everything she can do,1.0
ORD110331,ID1492145802,2019-01-26,,"[('Toshika 750', 2), ('Lucent 330S', 1), ('iStream', 1), ('iAssist Line', 2)]",14470.0,89.52,-37.8133401,144.95154440000005,5,13836.02,Summer,True,,works perfect. shipped on time brand new. works perfect. shipped on time. everything in the box as it should be. unlocked for any service as promised.,1.0
ORD302225,ID1479897564,2019-09-09,Nickolson,"[('Candle Inferno', 2), ('pearTV', 1), ('iAssist Line', 1)]",9395.0,63.39,-37.8200454,144.9583065,10,8518.89,Spring,False,1.0019,"phone is good but some softwares are not communicating i tried to install few huawei phone software's but they don't install since they are not able to contact the server. not sure, if it is just me or same across us.",0.0
ORD485044,ID1367608940,2019-05-24,Nickolson,"[('Olivia x460', 1), ('Alcon 10', 2), ('iStream', 1), ('Thunder line', 2)]",23635.0,70.13,-37.7990994,144.9706873,5,22523.38,Autumn,True,2.1725,one star this product doesn't work at all for me.,0.0
ORD179483,ID0777706218,2019-07-19,Thompson,"[('Toshika 750', 1), ('iStream', 1), ('Lucent 330S', 1)]",5700.0,79.86,-37.8058416,144.95521369999997,15,4924.86,Winter,True,1.0447,beautiful just like it,1.0
ORD443005,ID0277164375,2019-07-27,Nickolson,"[('Olivia x460', 2), ('Alcon 10', 1), ('Toshika 750', 2)]",20040.0,77.94,-37.8231489,144.9765051,5,19115.94,Winter,True,0.7943,great phone the phone is an upgrade for me. its not too big and its not too small. it does all the functions that i need and the battery last long.,1.0
ORD269962,ID0266272053,2019-06-28,Nickolson,"[('Universe Note', 2), ('iAssist Line', 2)]",11350.0,72.37,-37.8214234,144.9691385,25,8584.87,Winter,True,0.3169,husband loves his new phone! it even works via his hearing aids. husband loves his new phone. it even works via his hearing aids. he seems to be playing with it a lot. great upgrade from his alcon 5.,1.0
ORD405439,ID0781154916,2019-09-16,Thompson,"[('pearTV', 2), ('Toshika 750', 2), ('Universe Note', 1), ('iAssist Line', 1)]",26935.0,104.42,-37.8015772,144.9427227,15,22999.17,Spring,True,1.293,"4.5 stars!! overall its an ideal phone for its price. camera is nice, runs nicely. my only warning is that this phone is big and heavy. i knew that it was going to be big but i really didn't prepare to handle a phone this large. feels like a mini tablet to be honest.",1.0
ORD019801,ID0643992404,2019-08-28,Bakers,"[('Candle Inferno', 2), ('Olivia x460', 1), ('Lucent 330S', 2), ('Alcon 10', 1)]",13495.0,82.12,-37.8240744,144.98875769999995,25,10203.37,Winter,True,1.6674,great phone on a budget phone is a reasonably priced and works great. after using a olivia universe for years this is only a third of the price.,1.0
ORD165427,ID0245537622,2019-11-28,Nickolson,"[('Thunder line', 2), ('iAssist Line', 2)]",8810.0,79.15,-37.8108376,144.96556,5,8448.65,Spring,False,0.9321,four stars i really satisfied with your sercive and the item i ordered was really good...thanks,1.0
ORD320328,ID0368095253,2019-03-01,Nickolson,"[('Thunder line', 2), ('Candle Inferno', 2)]",5220.0,,-37.79892570000001,144.9703196,10,4781.6,Autumn,True,2.1906,great phone it was for my 98 year old dad. he loves the ease of using it. i also purchased a wireless charger and that really made things very easy. great phone.,1.0
ORD013600,ID4754200399,2019-09-14,Thompson,"[('Thunder line', 2), ('Alcon 10', 2), ('iStream', 2)]",22560.0,83.75,-37.8163872,144.9285555,15,19259.75,Spring,False,1.6798,"great phone fantastic, until i accidentally dipped into my glass of water.",1.0
ORD314603,ID3212024923,2019-10-13,Thompson,"[('Universe Note', 1), ('iStream', 2)]",3750.0,62.3,-37.8067771,144.9490393,25,2874.8,Spring,False,0.6788,"not the phone that i expect it says unlocked but its with att, and i don't like the quality of it...they have to give what it describe what it is..",0.0
ORD158572,ID0576878090,2019-05-27,Nickolson,"[('Candle Inferno', 2), ('Thunder line', 2), ('Olivia x460', 2), ('iStream', 1)]",7820.0,62.32,-37.8161528,144.9724208,15,6709.32,Autumn,True,0.3709,no happy birthday. bought the phone for my sons birthday . have the phone since october 2 but it is useless to him. its advertise as unlock but its not. we are unable to get the code to unlock it. stuck with a expensive paper weight.,0.0
ORD294394,ID5982185669,2019-04-19,Thompson,"[('Olivia x460', 2), ('Thunder line', 1), ('Alcon 10', 1)]",13580.0,,-37.80659910000001,144.9613092,10,12302.54,Autumn,True,1.4232,perfect basic phone the phone has a memory card capability to it and it uses the same charger as most current phone and even the candle. some models i have been told comes with either the camera or not.,1.0
ORD044839,ID0579994944,2019-11-10,,"[('Thunder line', 1), ('iStream', 2)]",2480.0,79.64,-37.8037717,144.9380206,0,2559.64,Spring,False,,great price for a great phone! great price for a great phone. takes super photos on the go and video. not as good battery life as the g4 but that was expected because of the processor. fast and works well.,1.0
ORD219061,ID0746918005,2019-12-02,Nickolson,"[('Lucent 330S', 1), ('iAssist Line', 1), ('Thunder line', 1), ('iStream', 1)]",5785.0,79.5,-37.8243701,144.9827895,25,4418.25,Summer,False,1.3298,"good buy back value i used this for 1.5 year and now that i am selling it away, i actually get back around 25% of the original price. it is still usable besides the battery life is low. not bad.",1.0
ORD438758,ID0612015889,2019-01-10,Nickolson,"[('Toshika 750', 2), ('Thunder line', 2)]",13000.0,58.17,-37.8157316,144.963445,15,11108.17,Summer,False,0.6244,junk battery it lasted 3 weeks and battery was junk and phone wouldn’t even turn on,0.0
ORD370528,ID0493873187,2019-12-29,,"[('Universe Note', 1), ('Olivia x460', 1)]",4675.0,100.39,-37.8066912,144.97079490000004,0,4775.39,Summer,True,,great phone half the price of verizon love this phone good battery life huge screen great camera.,1.0
ORD036944,ID0355817603,2019-06-23,Bakers,"[('Universe Note', 1), ('Alcon 10', 1)]",12400.0,63.9,-37.7994507,144.99412009999998,10,11223.9,Winter,True,1.1779,"fingerprint reader sucks if you sweat even a little bit you will be unable to unlock the phone with your fingerprint, that and apparently android auto does not work on this device",0.0
ORD317268,ID0579383946,2019-04-20,Thompson,"[('Toshika 750', 1), ('Alcon 10', 1), ('iStream', 2), ('Olivia x460', 1)]",14795.0,80.88,-37.8250262,144.9422508,25,11177.13,Autumn,True,1.4389,i like it i like it pretty good so far!,
ORD213877,ID5221302212,2019-01-23,Bakers,"[('Alcon 10', 2), ('Toshika 750', 2)]",26540.0,62.94,-37.82115220000001,144.9997379,15,22621.94,Summer,False,1.3035,"bad product it's not working, anymore i need to return it. and when i gave an instructions to the delivery person, not to throw over the side door, the delivery person throw it.😔☹",0.0
ORD176175,ID5727168140,2019-02-12,Nickolson,"[('Toshika 750', 2), ('Thunder line', 2)]",13000.0,77.58,-37.823832,144.981317,10,11777.58,Summer,False,1.1876,all good great phone still rocking it till this day 😋😁,1.0
ORD090453,ID0055931048,2019-03-23,,"[('Toshika 750', 1), ('Candle Inferno', 1), ('Olivia x460', 1), ('Lucent 330S', 2)]",8435.0,64.24,-37.8157678,144.9498885,25,6390.49,Autumn,False,0.4244,"select a phone that supports your priorities. i really appreciate the battery life, not having to constantly check the charge level.",1.0
ORD045695,ID0746912626,2019-10-18,Nickolson,"[('Alcon 10', 1), ('Universe Note', 1)]",,106.94,-37.82545,144.9846594,0,,Spring,True,1.5321,love it i like it. it's great phone. it's different from olivia. i have been using olivia since note 2. it was time to change.,1.0
