order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD037504,ID0034909156,2019-07-19,Thompson,"[('iStream', 1), ('Thunder line', 2), ('Alcon 10', 1)]",13460,81.0,-37.8008187,144.948584,25,10176.0,Winter,True,1.3263,"five stars all good with this purchase. in time, optimal quality.",True
ORD286883,ID0306968245,2019-04-13,Thompson,"[('Olivia x460', 1), ('Candle Inferno', 1), ('Thunder line', 2)]",6015,81.35,-37.8173564,144.9317596,15,5194.1,autumn,True,1.4437,"excelentisimo una inversion excelente y por el precio super bien. descarga e instala aplicaciones como un rayo, de verdad muy buen equipo buen sonido en general cuper contento, muy hermoso el diseño en blanco",True
ORD273781,ID0095554473,2019-07-17,Thompson,"[('iStream', 2), ('Olivia x460', 1), ('Candle Inferno', 2)]",2385,70.36,-37.7995729,144.9374431,25,1859.11,Winter,False,1.6862,better than better i suggest you to get his i got mine easy to see up no scratches or any thing,True
ORD444759,ID0576874785,2019-07-23,nickolson,"[('Candle Inferno', 1), ('pearTV', 2)]",13050,55.07,-37.8241912,144.99006799999995,0,13105.07,Winter,False,1.6441,one star a year later and it wont charge.,False
ORD401557,ID0054552174,2019-05-08,Nickolson,"[('Olivia x460', 1), ('Alcon 10', 2), ('iAssist Line', 1), ('Toshika 750', 1)]",25670,79.15,-37.8196791,144.9816751,10,23182.15,Autumn,True,1.0729,excellent phone. would buy another refurbished phone from them excellent phone. would buy another refurbished phone from them.,True
ORD117946,ID0506049271,2019-09-18,Thompson,"[('Olivia x460', 1), ('Candle Inferno', 2)]",2085,89.05,-37.8147461,144.9360479,10,1965.55,Spring,True,0.9963,had high expectations. iassist can't answer many of my questions. setting up music hard as heck.,False
ORD306160,ID6197209830,2019-08-23,Thompson,"[('Universe Note', 1), ('Alcon 10', 1)]",3880,69.03,-37.8172419,144.93174,25,2979.03,Winter,False,1.4408,five stars excellent smartphone. a+++++,True
ORD056602,ID0107156348,2019-05-09,Nickolson,"[('Thunder line', 1), ('Lucent 330S', 1), ('Olivia x460', 2)]",5860,66.91,-37.8277805,144.9843506,5,5633.91,Autumn,False,1.655,"graet phone great phone, fast shipping. wanted to grab another note 3 (i already have one) before they are gone.",True
ORD071534,ID5290706356,2019-07-14,Nickolson,"[('iAssist Line', 1), ('pearTV', 2), ('Olivia x460', 1)]",16070,78.55,-37.8081377,144.9762166,0,16148.55,Winter,True,1.3033,"amazing device, came with perfectly installed screen protector love the care in packaging and it came with a screen protector pre-installed, could have been listed as a selling point, and it's actually finger print resistant. device is perfect and couldn't be happier with the purchase.",True
ORD137698,ID2441346319,2019-05-01,Bakers,"[('iAssist Line', 1), ('Candle Inferno', 2), ('Thunder line', 2)]",7445,67.08,-37.8047445,144.9837319,25,5650.83,Autumn,False,1.1682,highly recommended excellent deal.,True
ORD064715,ID5290706354,2019-07-22,bakers,"[('pearTV', 1), ('Toshika 750', 1), ('Universe Note', 2)]",17530,79.49,-37.8081541,144.9761699,0,17609.49,Winter,True,1.2999,great product loved it,True
ORD343171,ID0591408006,2019-11-01,Nickolson,"[('Olivia x460', 2), ('Universe Note', 1), ('Alcon 10', 2)]",23800,100.2,-37.8215159,144.9611783,5,22710.2,Spring,True,0.8048,good simple phone for grand mom good simple phone for grand mom. long lasting battery. just plug in the existing at&t sim card and it works perfect.,True
ORD197231,ID0207085815,2019-08-13,Bakers,"[('iAssist Line', 1), ('Olivia x460', 1), ('iStream', 2), ('pearTV', 1)]",10060,83.86,-37.8103519,145.01521019999996,5,9640.86,Winter,True,1.7574,awesome for construction! my dad bought this phone.. uses it for construction.. it's awesome works very good!recommand buying it to everyone! love it!,True
ORD348139,ID0506049292,2019-07-26,bakers,"[('iStream', 1), ('Thunder line', 2), ('Candle Inferno', 2)]",5370,66.77,-37.8130244,144.9353036,5,5168.27,Winter,False,1.0354,awesome its great. i love it.,True
ORD086319,ID0373644692,2019-03-16,Thompson,"[('Thunder line', 2), ('pearTV', 1), ('Candle Inferno', 2)]",11530,70.84,-37.8081852,144.9210748,10,2979.03,Autumn,True,2.34,"horrible horrible phone horrible horrible phone , worked for a few days then cut it self off and you could never get it back on.....also went haywire and wasn't working properly within apps. total nightmare!!",False
ORD376132,ID0282852559,2019-10-24,Bakers,"[('Thunder line', 1), ('iAssist Line', 1), ('iStream', 1), ('Candle Inferno', 2)]",2610,83.96,-37.7964935,145.0083308,15,4686.71,Spring,False,1.8938,great phone cheap price i like the phone overall battery life isn't what is expected of a phone frome google but it's a nice phone..,True
ORD299944,ID4283908146,2019-06-17,Bakers,"[('iAssist Line', 2), ('Thunder line', 1), ('Lucent 330S', 1), ('Toshika 750', 2)]",16500,74.68,-37.8097154,144.9914314,10,14924.68,Winter,True,0.3357,four stars good condition just didn't have sd or sim card,True
ORD220456,ID3998393838,2019-04-23,Thompson,"[('Candle Inferno', 1), ('iAssist Line', 1)]",2655,80.32,-37.8079746,144.9567841,10,2469.82,Autumn,True,1.0018,great phone for every day use bought this phone for my husband a while back and he loves it. it is a very sturdy phone and has a great battery life. it is very easy to use and set up.,True
ORD036223,ID5402876536,2019-02-24,Nickolson,"[('Lucent 330S', 2), ('pearTV', 1), ('iStream', 2)]",9070,72.59,-37.8210648,144.9770092,15,7782.09,Summer,False,0.7111,durability good cuality,True
ORD478593,ID2189161535,2019-09-29,Nickolson,"[('Candle Inferno', 2), ('iAssist Line', 1)]",3085,77.89,-37.8176031,144.95914419999997,25,2391.64,Spring,True,0.9218,"happy customer alcon xs im really impress wasn't to sure to get an alcon from digico , wasn't to sure what i was going to receive . but i am really happy with the phone looks beautiful and works great no problem. this seller is really good won't mind buying form them again. thank you",True
ORD453118,ID0664377811,2019-09-13,Nickolson,"[('Toshika 750', 1), ('Alcon 10', 1)]",13270,97.45,-37.8207529,144.9669809,15,11376.95,spring,True,0.3298,love this phone and lack of at&t bloatware love this phone and lack of at&t bloatware. wished olivia pay worked with the 935f or at least the firmware/locality i received.,True
ORD317905,ID0145246066,2019-10-31,Nickolson,"[('Olivia x460', 1), ('Thunder line', 1)]",3405,101.19,-37.81645579999999,144.96084319999997,0,3506.19,Spring,True,0.8019,this phone is good for its price this phone is good for its price. camera and build quality is good. the battery won't drain fast which is a big plus. the phone is a bit slow if we have few apps opened simultaneously.,True
ORD185880,ID1889199216,2019-05-26,Nickolson,"[('Candle Inferno', 2), ('Thunder line', 1)]",20080,81.06,-37.829895,144.97132140000005,0,20161.06,Autumn,True,1.2675,"so far so good for the price it's worth it. it has no issue with t-mobile, and 64 gb is a lot storage. miui is different. 1.if you not gonna spend time, you not going to like the miui. 2. i do not like the adapter came with the brick. it comes off the wall easily.",True
ORD186225,ID0598401582,2019-03-23,Nickolson,"[('Universe Note', 2), ('Lucent 330S', 1)]",8130,64.88,-37.8144932,144.9638438,10,7381.88,autumn,False,0.6785,good phone nice budget phone.,True
ORD049446,ID0576868756,2019-03-04,Bakers,"[('Alcon 10', 2), ('Lucent 330S', 1)]",19130,83.04,-37.8244445,144.9903573,15,16343.54,Autumn,True,1.6645,"good picture, works well, great variety of apps. keep in mind that you get apps from digico, not google play, so they aren't always the same or same price",True
ORD175040,ID0030240836,2019-12-15,Thompson,"[('Olivia x460', 1), ('Thunder line', 2), ('iStream', 1)]",5735,79.68,-37.80130820000001,144.9575454,10,2289.49,Summer,False,1.5651,ok it's very hot,True
ORD488671,ID1715989157,2019-11-10,Nickolson,"[('iAssist Line', 1), ('pearTV', 2)]",14845,70.94,-37.8187336,144.967859,15,16194.99,Spring,False,0.1496,"phone is unlocked & perfect for the price phone is unlocked for sure, good for the price and works perfectly , it takes great pictures & the sound is not bad at all .i bought it as a gift for my mother. windows phones are easy for daily use.",True
ORD024358,ID0577396699,2019-11-12,Nickolson,"[('iStream', 1), ('Lucent 330S', 2)]",2610,105.58,-37.8211135,144.98247780000003,15,2324.08,Spring,True,1.7577,love it very nice,True
ORD298085,ID0660947669,2019-03-31,Nickolson,"[('iAssist Line', 1), ('Olivia x460', 1)]",3450,78.32,-37.8194684,144.96374680000002,0,3528.32,Autumn,True,0.5196,five stars just what we wanted--had one before --for flip phone they are the best,True
ORD210118,ID0575397939,2019-06-12,Nickolson,"[('Lucent 330S', 1), ('pearTV', 1), ('Toshika 750', 2)]",16180,68.17,-37.8212301,144.9838718,10,14630.17,Winter,False,1.293,great phone phone works great good item would recomend,True
ORD028474,ID0588198718,2019-06-21,Nickolson,"[('Lucent 330S', 2), ('pearTV', 1)]",10360,76.96,-37.8121538,144.9739321,15,7531.46,Winter,True,0.814,new phone. works great! very satisfied!,True
ORD468898,ID0054552820,2019-08-28,Nickolson,"[('iAssist Line', 2), ('iStream', 1), ('Alcon 10', 1)]",13550,52.36,-37.8205902,144.9838249,5,9642.03,Winter,False,1.2747,one star the product failed not recommend this seller,False
ORD199086,ID0777829280,2019-07-17,Thompson,"[('Lucent 330S', 2), ('pearTV', 1), ('Universe Note', 2)]",15670,79.81,-37.804091,144.95846519999995,0,15749.81,Winter,False,1.3846,five stars works great,True
ORD363505,ID4418536073,04-06-2019,Thompson,"[('iAssist Line', 2), ('pearTV', 1), ('Candle Inferno', 1)]",11190,67.47,-37.8020917,144.9635144,0,11257.47,Winter,True,1.8653,one star i am not happy with this phone. low battery quality.,False
ORD460352,ID0419632516,2019-10-29,Bakers,"[('Thunder line', 1), ('Candle Inferno', 1), ('iStream', 1), ('iAssist Line', 1)]",4985,79.47,-37.8158335,144.9846635,5,4815.22,Spring,True,1.134,good phone and great camera. works good as expected,True
ORD234910,ID6197211467,2019-12-31,Thompson,"[('Universe Note', 2), ('iStream', 2), ('Alcon 10', 1)]",16150,95.63,-37.8129576,144.933682,15,13355.7,Summer,True,1.1777,"best phone for the price, even better than the price i love this phone",True
ORD152995,ID3218293524,2019-04-10,thompson,"[('iAssist Line', 1), ('Lucent 330S', 2), ('Thunder line', 2)]",9045,50.31,-37.802755,144.9473571,5,8643.06,Autumn,False,1.1044,"caja del celular abierta la caja del celular llego abierto, y yo compre el celular nuevo, que paso?",False
ORD381318,ID1982309205,2019-11-17,Bakers,"[('iStream', 2), ('Olivia x460', 2), ('Toshika 750', 1)]",33740,103.46,-37.800964,144.99097890000004,5,6819.96,Spring,True,1.0728,"😍 bought as xmas gift for my wife, she likes it",True
ORD076263,ID3146808060,2019-07-18,Bakers,"[('iStream', 1), ('Thunder line', 2), ('Candle Inferno', 1)]",4940,66.39,-37.8117309,144.9838923,15,4265.39,Winter,False,1.0158,good value it was returned it was locked,True
ORD088052,ID1847879585,2019-11-15,Bakers,"[('Alcon 10', 1), ('pearTV', 1)]",15260,109.02,-37.8127402,145.0130446,10,13843.02,Spring,True,1.596,great phone nice phone battery life is good improved the longer i had it. google assistant is awesome hasn't let me down camera is amazing.,True
ORD143201,ID0634783939,2019-09-24,Thompson,"[('iAssist Line', 1), ('iStream', 2)]",13400,61.52,-37.8122697,144.9371864,15,2207.77,Spring,False,0.8703,was not unlocked device was not unlocked to metropcs.,False
ORD117624,ID6167441027,2019-03-07,Thompson,"[('Toshika 750', 1), ('Candle Inferno', 1), ('Thunder line', 1), ('pearTV', 1)]",13240,51.45,-37.8091936,144.9610091,0,13291.45,Autumn,False,1.2857,"when this item is charged it works great, but it takes too long to charge. asking my 3 year old to wait about 3 hours (no exaggerating) is a bit much. we have tried to buy a new charger and it still takes just as long. my niece has this same tablet and it take about 45 minutes to charge once it is fully dead",False
ORD208681,ID5448707279,2019-06-06,Thompson,"[('iAssist Line', 2), ('Candle Inferno', 1), ('Alcon 10', 1)]",13830,54.68,-37.82174970000001,144.9367564,5,13193.18,Winter,False,1.3577,three stars after 9 months my screen start going bad,False
ORD402499,ID0243097404,2019-05-15,Nickolson,"[('Toshika 750', 1), ('Candle Inferno', 2)]",5180,65.49,-37.81921129999999,144.96511230000004,10,4727.49,Autumn,False,0.3963,five stars love the big screen and i just love my olivia phones,True
ORD080810,ID0591431040,2019-05-02,Nickolson,"[('Thunder line', 1), ('Lucent 330S', 2), ('Universe Note', 2)]",11540,77.12,-37.8177293,144.9671865,10,10463.12,Autumn,True,0.2292,"arrived safely, brand new, works as advertised everything as expected. new phone still in packaging. works with gsm only as advertised. good buy",True
ORD340626,ID0441031804,2019-06-28,Thompson,"[('Universe Note', 1), ('Candle Inferno', 2), ('Olivia x460', 2)]",6760,65.89,-37.8133551,144.9377269,0,6825.89,Autumn,False,0.8251,works very well. easy to carry around & connect to wifi.,True
ORD391011,ID0767584204,2019-12-26,Nickolson,"[('Lucent 330S', 1), ('Alcon 10', 1)]",10180,77.37,-37.8075354,144.97041769999996,25,7712.37,Summer,False,1.2335,five stars it worked just fine!!!,True
ORD375643,ID3881388131,2019-07-01,Bakers,"[('Universe Note', 2), ('Alcon 10', 2), ('iAssist Line', 2), ('iStream', 2)]",29550,79.91,-37.8182669,145.0005497,5,28152.41,Winter,True,1.0326,a good product the phone is really good and has a good battery time.,True
ORD281090,ID0778942366,2019-07-13,Bakers,"[('iAssist Line', 2), ('Lucent 330S', 1)]",5680,81.9,-37.8141608,145.014446,0,5761.9,Winter,True,0.422,best olivia unfortunately was a gift for my mother and i didn't notice that it was the international version. i brought them back to france and sold them.,True
ORD062042,ID0844481986,2019-12-27,Thompson,"[('Toshika 750', 1), ('Lucent 330S', 2), ('Candle Inferno', 2), ('Thunder line', 1)]",9820,73.61,144.9485919,-37.820608,5,9402.61,Summer,False,0.8934,it works good! i love the graphics it meets my expectations. it works good! i love the graphics.,True
ORD058918,ID2936341084,2019-04-14,Nickolson,"[('Lucent 330S', 2), ('Alcon 10', 2), ('Candle Inferno', 1)]",20790,61.6,-37.8187148,144.96718230000005,15,17733.1,Autumn,False,0.2087,"one of my best purchases, for the price really good phone one of my best purchases, for the price really good phone... just be aware that it doesnt have flash, good camara but without flash",True
ORD452195,ID0611991912,2019-04-14,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 1), ('Olivia x460', 2), ('Alcon 10', 2)]",23805,65.39,-37.8033312,144.9555054,15,20299.64,Spring,True,1.2775,signals problem this phone is not working properly. it has signals problem,False
ORD169708,ID2181268833,2019-12-04,Thompson,"[('Thunder line', 2), ('iStream', 2), ('Lucent 330S', 2), ('Alcon 10', 1)]",18060,91.16,-37.8122156,144.9549471,25,13636.16,Summer,True,0.6947,five stars best damn phone ever invented.,True
ORD413801,ID0638051739,2019-11-02,Nickolson,"[('Universe Note', 2), ('Olivia x460', 1), ('Toshika 750', 1), ('Candle Inferno', 2)]",13305,72.59,144.96622380000005,-37.8180536,10,12047.09,Spring,False,0.2987,great !!! i was surprised at this phone. i did not want to pay the cell company prices. this is a very nice phone and takes great quality pictures. what a good deal!!!,True
ORD408457,ID0580000079,2019-03-30,Thompson,"[('Lucent 330S', 1), ('Toshika 750', 2), ('Alcon 10', 1)]",18820,54.11,-37.8052075,144.9302313,15,16051.11,Autumn,False,1.6981,i need to change my phone my alcon 7plus is a can't use it that is broke,False
ORD445060,ID1224854800,2019-06-21,Thompson,"[('Thunder line', 2), ('iAssist Line', 1), ('iStream', 1), ('Alcon 10', 1)]",15685,73.94,-37.8136159,144.94015280000005,0,15758.94,Winter,True,0.6172,four stars is a very good phone i liked,True
ORD334294,ID1492175308,2019-10-11,Thompson,"[('iStream', 1), ('Toshika 750', 2), ('Olivia x460', 1), ('Thunder line', 2)]",14375,110.71,-37.80269129999999,144.96355580000005,0,14485.71,Spring,True,1.8268,long lasting battery i like the device. it has really long lasting battery.,True
ORD253336,ID0778943161,2019-09-02,Bakers,"[('Universe Note', 1), ('Alcon 10', 1)]",12400,111.18,-37.8197041,145.0144204,0,12511.18,Spring,False,2.0038,when it works its great. but like other reviews it will turn its ... when it works its great. but like other reviews it will turn its self off. also during charging. i use my phone for the alarm clock as well..... you cant trust it.,True
ORD473724,ID6167254934,2019-01-30,Nickolson,"[('iAssist Line', 1), ('pearTV', 2), ('Thunder line', 2), ('Alcon 10', 1)]",28155,69.82,-37.8155291,144.97357580000005,5,26817.07,Summer,False,0.4917,"it’s worth it ;) i took a huge risk buying a cellphone online. i was lucky ;) i gave 4 stars, due to battery life is not too great :( other wise picture is amazing even the camera 📸",True
ORD323495,ID2633185322,2019-08-11,Nickolson,"[('Candle Inferno', 2), ('iStream', 1)]",1010,80.69,-37.8277732,144.98391819999995,15,939.19,Winter,True,1.6247,same price for 256gb and 64gb good value. no problems,True
ORD093790,ID0250480655,2019-09-17,Bakers,"[('iStream', 2), ('iAssist Line', 2)]",18200,75.36,-37.8108189,145.003222,5,17365.36,Spring,False,0.7086,great phone its a very good phone take an amazing pics and fast,True
ORD039116,ID6167417945,2019-10-16,Nickolson,"[('Alcon 10', 1), ('Thunder line', 2), ('pearTV', 1), ('Universe Note', 1)]",23070,85.81,-37.8141885,144.9629889,15,19695.31,Spring,True,0.7574,"my mother has the larger digico tablet, which prompted me to purchase this version. the tablet screen seemed smaller than a standard 7' tablet, so i returned it.",False
ORD268003,ID0703556755,2019-12-28,Thompson,"[('Alcon 10', 1), ('Candle Inferno', 2), ('iAssist Line', 2)]",14260,78.39,-37.8068782,144.9560174,5,13625.39,Summer,True,1.5028,need to know it's incompatible with verizon network in initial product description product is incompatible with verizon network. i need to return it for a full refund. what is the process for a refund?,False
ORD113431,ID5563404262,2019-10-13,Bakers,"[('iAssist Line', 2), ('Toshika 750', 1), ('iStream', 2), ('Universe Note', 2)]",15970,93.48,-37.8176414,145.0107606,10,14466.48,Spring,True,1.6091,need to go back to factory unfinished job worst phone ever the only thing i like about it is the camera that's all i can't talk on the phone for too long 5 minutes into my conversation the phone itself mute it's so annoying,False
ORD122145,ID0531390737,2019-06-22,Thompson,"[('iAssist Line', 2), ('Alcon 10', 2), ('Thunder line', 1)]",14775,76.92,-37.8213826,144.946364,25,18474.42,Winter,True,0.9715,"five stars absolutely love this phone. this phone is very unique. if you like different, i recommend this phone.",True
ORD275626,ID3144992688,2019-08-01,Bakers,"[('iStream', 2), ('iAssist Line', 2), ('Universe Note', 2)]",11650,65.88,-37.8145963,144.98489919999997,15,9968.38,Winter,False,1.0431,a excellent,True
